session_id,action_type,query,intent,answer,status
1bf79f68-d5f5-4236-90dd-8190ab0343a0,typed,D jaam heavy siroski work rs 460,FallBack Intent,"Sorry! We would be needing more information on your query.

You can reach out to us at customercare@indiamart.com.",Y
10e952c4-6596-4993-9783-01ccc7324b7b,typed,Ok,,Good!,Y
bbc52d75-7320-4782-8fff-17460dc599ff,template,Thank you for contacting Upahar Technologies Print and Publicity! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
4f0d92eb-0794-4d5d-8a50-0d7797b6f287,typed,2 two piece,Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
d4e35a18-6465-48d9-a285-5370501601e1,typed,JBL satib cahia ta,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
17904f2c-7630-4235-ae06-a930cdaf7fa1,typed,how to call,Contact a seller from search,"You can contact a supplier on IndiaMART in multiple ways. On the supplierâ€™s catalog, you can:

Click on â€˜Contact Supplierâ€™
Call on the displayed mobile number
Send an email to the supplier on his/her given email ID

<b>Note:M/b> PNS number will connect only if 0 is added.",Y
a9116bc3-3871-423c-bc77-808608390518,typed,Kolika je cjena,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
378b7b75-d121-4aed-8bff-cc07b039fe7f,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
0d9f04ee-c2fb-4a4c-8c37-6d02f807e29f,typed,Paraiss,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
1709b9fa-ddc7-46d2-9d83-6eb9994ad76c,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
6ccaab60-ff4e-498c-904f-bce8da3e7f41,typed,"Elachi,jeera,lavang",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
dabce6f5-7007-4ca4-94b1-ba6871a9e917,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
ebbe2e45-1cc2-4b31-9fb7-c86d53f91a35,typed,Thank you for contacting Madina Carpet Centre!,Search a contact on Lead Manager,"You can search for a contact by its name, city, company name and mobile number. To search for a contact, as you start typing the name, city, etc., you will see relevant search results as shown below.

For more details Please Click <a href=""https://help.indiamart.com/seller/communicate-with-buyers/"" target=""_blank"">here</a>",N
0a99472a-cd1e-418d-b688-815502035e38,typed,How much,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
65c3a0a1-a8db-4399-8989-b9c7c5385831,typed,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
7b28e123-4aaf-4bfe-aab8-73f9a46f8aa0,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
2fb4dc5d-2495-4c85-9787-bab1cdeacd6d,template,How many rupees,Create Free Catalog,"You can create a free seller account on IndiaMART by filling up the registration form.
Please click on the below-given option to start the process.",N
a6662542-b2ab-4923-9a94-dd6aaa08e936,typed,BHILWARA me job hai kya,Careers in Indiamart,"Please visit <a href=""https://careers.indiamart.com/jobs/"" target=""_blank""><b>IndiaMART Career Portal</b></a> for information about career opportunity at IndiaMART.",Y
8f7ea1f4-668e-457c-885f-1006eb60dfcd,typed,H,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
8d7b4bd1-4686-4cd5-a196-9c75cb9b0033,typed,Kitna ka hai,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",NA
60962c73-8665-4c82-8025-f10997ee078b,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
2a0b7ad9-9955-4869-85d4-31a2ec571b59,typed,Ye item add kra dijiyenga sir,Map number to PNS,"Identify the number which you want map to PNS 
Path: Setting >> PNS Settings >> Add more numbers >> Pop up will appear >> Add number >> Click on Save

Please click <a href=""https://seller.indiamart.com/misc/privacysettings/#tab=pnssettings"" target=_blank>here</a> to add PNS

<a href=""https://help.indiamart.com/knowledge-base/add-update-view-pns-number/"" target=_blank>Know More</a>",NA
60346cfd-d44e-438a-920c-09ed90f3647e,typed,Will the sofa be sent anywhere?,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
ad221407-587d-49e7-972e-3fd6911924a6,typed,Gst no. 08DTCPA2027M1ZV,Update GST,"GST is mandatory for both Paid Services and Purchasing BuyLead.
You can create your free Catalog without a GST number.

To get your GST details updated, please call us at 09696969696 or write to us at customercare@indiamart.com.

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/odTIS2xOXjc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",Y
518c9451-7925-4f78-9de0-4c44a120b856,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
2ed5cc5d-e140-4dee-aebf-0151ded859a9,suggested,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
e02108ca-d792-4577-afbf-4d9949a51f1b,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
76882e32-af5c-4d1e-a140-b8ecf1948570,typed,Vishal,faq vyapar,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hPfNBvRM-Tw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

Please visit <a href=""https://vyaparapp.in/"" target=_blank>https://vyaparapp.in/</a> to download Vyapar App

<a href=""https://help.indiamart.com/knowledge-base/faq-vyapar/"" target=_blank>Know More</a>",N
3c754e18-b7ac-4603-adca-2a28e019a41c,suggested,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
15cfb61e-8136-473a-8c84-fe8167028431,typed,Vishal,faq vyapar,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hPfNBvRM-Tw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

Please visit <a href=""https://vyaparapp.in/"" target=_blank>https://vyaparapp.in/</a> to download Vyapar App

<a href=""https://help.indiamart.com/knowledge-base/faq-vyapar/"" target=_blank>Know More</a>",N
4b32df85-e277-4ec4-9ed6-8abffad9c1cb,typed,60x90,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
38fba41c-87a7-401c-aec2-46e0154026d8,template,I need this,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
5ccf0c87-1667-404c-bbd3-281e9a19c5ca,typed,What is price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
8bd2beb2-1257-4d38-9ed7-192bc8f4d960,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
6f530559-a29b-40d6-994a-8128bf6af22e,template,Is there any return policy?,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
345dc050-787e-4bbd-9c60-b4932f6289f3,typed,I want qutetion,Create Quotation,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/s4GDXCTxu2E"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

A quotation is a formatted document created by the supplier in response to the buyerâ€™s requirement. Using this feature, you can also send quotation in a professional format to your prospective buyers in just 2 clicks.

For more details please click <a href=""https://help.indiamart.com/knowledge-base/create-quotation"" target=""_blank"">here</a>",N
798f4e84-e677-4ce9-aaa7-18c5762c9660,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
3d96709e-3be0-46b7-9318-07a6555e304a,typed,Rate,Check seller rating,"Your average rating is visible under below your name on Seller section. Please note rating will start reflecting on your panel only if your buyers have rated you. There is no default rating.

Click <a href=""https://seller.indiamart.com/companyprofile/ratings"" target=""_blank""><b>here</b></a> to view your ratings.",N
530f90ef-5d35-49da-8375-2053c00282b8,typed,"29 march 2025
29 march 2027",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
2e970ddf-76f1-4df0-a9e9-1ec167d610aa,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
050b79d1-837f-4dc2-96b5-71359aeac8ff,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
1711ab50-0450-4c9c-af5e-60ee8f29a961,typed,Hinde,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
f202bfda-d199-4d18-93d2-16de74ccd6ef,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
037a699e-e03a-4648-9623-6086b4991dea,typed,Please send cost and details,Buylead Cost,Each BuyLead under IndiaMART Advantage Program (IMA) is equivalent to 200 points.,N
0f698faa-ace1-436f-a5d8-28637198653b,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
3b883558-9c1a-4283-b1b6-ceda59ec4fd9,suggested,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
20cc6f6e-510f-45f0-bb5a-87c4266a0738,typed,Okay,,All right!,Y
f551f83e-526d-4277-bf5b-c05547e078ec,typed,"Thank you for your message. Were unavailable right now, but will respond as soon as possible.",Manage Alerts,"Open your settings page from IndiaMART App.
You can manage your  alerts in the notification settings,

Please Note: Currently, for email, you cannot disable email notification for PNS. You will get email notification by default for missed and answered calls

<a href=""https://help.indiamart.com/knowledge-base/manage-alerts/"" target=_blank>Know More</a>",N
b39e5ff0-848f-43e9-b233-a96e4cefa63e,typed,10.5 ft x 0.75 ft= 1 no,Receive Buylead on alternate Number,"BuyLead alerts are sent only on your primary email ID and registered mobile number. However, for enquiry alerts, you can choose to receive alerts on your primary and/or alternate mobile number also by changing the settings under â€˜Privacy Settingsâ€™ on your seller panel. Your primary email ID is set as mandatory by default, i.e. you will always receive alerts on your primary email ID.",N
6c2b9da2-cd23-4652-bf19-32e81e2ed96f,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
62ca0973-97f7-4d68-9ae1-76f6fadf4148,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
0a81f1ea-5fce-47e5-b520-3fbee95d99c0,template,Quote rates of flag of different sizes,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
a17e6ebd-2fc6-4cd5-80fa-448f8d0a87a9,suggested,Add Products,Add Products on Indiamart,"You can add products directly to your catalog using <b>Whatsapp.</b> 
Simply <b>upload an image</b> along with <b>product name</b> in caption.

or

You can add products through <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
 
<a href=""https://help.indiamart.com/knowledge-base/add-products-on-indiamart/"" target=_blank>Know More</a>

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/aAL4k1zAvl8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",Y
aa62eada-5393-45d8-a226-280291ad8f29,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
1b680a6d-b0d9-4ff1-8fa9-aa298150769b,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
5fbbc79b-dcc8-453c-b002-ba057e4a4b94,typed,Prize,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
afc9b272-41f8-4e73-a79b-dc73fae68e5a,template,Qoute plz,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
da0b1595-8e8a-48af-b128-c3dd9298f618,typed,"Good evening 
Neha banga",,Hows the day treating you so far?,Y
4ec82d4b-c931-44db-ae6c-0f9fc6422515,typed,ðŸ‘,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
ea8829f7-e55f-4f75-9bcf-bc4dd6d8e0f7,typed,No,Unmap number from PNS,"Go to PNS setting page through you panel or android or ios app Path: Setting >> PNS Settings
Uncheck box to unmap number to PNS",N
4d9a0882-9c25-48c0-8d65-c416933f279b,typed,Rfg vgg,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
767a0c08-85cb-4687-bcf3-302bb8c5a60e,typed,I want it,Bill Invoice,"You can directly access your payment invoices from the Invoices section on your seller dashboard.

You can Print/Download/Email your Invoices from the Invoices/Credit Notes Section of seller dashboard.

Please visit <a href=""https://seller.indiamart.com/misc/myinvoice/"" target=_blank>Bills & Invoices/</a> to see list of all your invoices.

<a href=""https://help.indiamart.com/knowledge-base/bill-invoice/"" target=_blank>Know More</a>",N
56072b00-c156-4d4d-90b5-796b45f5741c,typed,"New look valvet  partywear suit dupatta

Shirt allover valvet  large panna 1.80 aprox. mtr. Digital pri

Dupatta 2.5 mtr. georget plain fabric

Bottom georget plain
 2.5 mtr.

*Only 950/-* free shipping",Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",N
3a50e4b1-c2d1-4502-832a-fb51426e477c,typed,How many ??,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
5bbbdf9d-d77c-420c-ae30-a5a46272115b,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
ce881642-3689-45d0-b8fd-0126d51fb9a8,typed,Available,Buy Lead not available for Products,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/0sTOYG1LAJU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

To search BuyLeads for the products, you should use the search box on Seller panel.
Select â€˜BuyLeadsâ€™ from the drop-down on search box and enter the product name.
All the BuyLeads with those product specifications will be displayed.
You can then shortlist them basis the recency, order volume, location, etc.",N
97509177-14bb-47a6-b8d1-c4733d1e2ed0,typed,Side penal,Buy Requirement,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hoNbBeH7OGY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

We will help you discover the sellers who can serve your purpose. We will also send you a list of sellers via SMS & Email.

Please click<a href=""https://my.indiamart.com/buyertools/postbl/?modid=HELPIM"" target=_blank>here</a> to post your requirement.

<a href=""https://help.indiamart.com/knowledge-base/buy-requirement/"" target=_blank>Know More</a>",Y
cc249d75-e5ee-4f40-b5aa-5ecf67d2be5c,typed,Iam doing business.... For extending my business i need,Add Update Business Information,"Please visit <a href=""https://m.indiamart.com/my/editprofile/"" target=""_blank"">here</a> page to edit your profile.
Business Profile includes:  Company name, Website address and Business type.

<a href=""https://help.indiamart.com/knowledge-base/add-update-business-information/"" target=_blank>Know More</a>",Y
8ea00b83-531e-4993-9ec7-56f2f91a0fa4,template,Send complete information in Marathi,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
d6b32ea7-6a6d-43e5-a0c9-b3b8fe6a47e1,typed,Hii,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
6084ad0e-a0c9-40f7-b2b9-00c906a49dc7,typed,Kya karna,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",NA
9d643583-cf55-4f5d-8e29-bc6f2f56da8b,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
1d43edf3-9228-4d0f-8cc0-dfc00d0c5795,typed,Etawah up,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
ef07e181-370b-4712-aee6-b3e52a495b93,typed,Body tuta karna chahiye,Prompt reply from seller,"When you search for a seller/ product at  <a href=""https://www.indiamart.com/"" target=""_blank""><b>IndiaMART Panel</b></a>, the result page appears with a list of sellers with a â€˜Send Enquiryâ€™ button. 
Click on the button against the seller name and send your business enquiry directly to him. Alternately, you can also call the seller on the virtual number shared on sellerâ€™s catalog.",N
6a1faf37-f7bc-461d-a26c-7d528db397bd,typed,"*NEW 
charles Keith handbag 
*2 ps set 

#Good Quality *

*DOUBLE COMPARTMENT, ZIP BRANDING, TAG 
Size 
Bag 14/10 around
Pouch 8.5/6

*Offers price *

*At just â‚¹ 950/-_Fs*",adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
ede9eb6b-2c06-4804-bf5c-f2a3fdb2f42a,typed,See,See saved replies,Click on â€˜Saved Repliesâ€™ icon to view all your saved replies.,N
9e014396-92a2-4b51-9f7e-495793274c92,typed,Ha,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
b219c253-1c36-4534-ac1d-28cfb4f51446,typed,Ha,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
7a14db59-a160-49fa-8166-578ee0cd86d0,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
e793c5ac-cda7-4322-b117-92d3a5f4db2d,suggested,Help Videos,Help Video Gallery,"Introducing the <b>Help Video Gallery</b>, a central place to find all Help videos to assist our users.

Please click <a href=""https://help.indiamart.com/video/"">here</a> to view help videos.",Y
0fe318b8-c28b-49c8-8151-dddff63e3a19,typed,Sir I am Etawah U.P. Who is the best dealer among me?,Search a Product,"Please visit <a href=""https://m.indiamart.com/"" target=_blank>https://m.indiamart.com/</a> and search for the product/company name using search box

<a href=""https://help.indiamart.com/knowledge-base/search-a-product/"" target=_blank>Know More</a>",N
3932ed1e-6d69-4a67-88e9-f30e4c5aac0d,typed,Sent me the best rate of drawer channel etc.,Check seller rating,"Your average rating is visible under below your name on Seller section. Please note rating will start reflecting on your panel only if your buyers have rated you. There is no default rating.

Click <a href=""https://seller.indiamart.com/companyprofile/ratings"" target=""_blank""><b>here</b></a> to view your ratings.",N
a660f41a-2ad6-470d-9b72-319f6521c54d,typed,Which price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
1796b513-8483-4772-a494-cb5be1c7ec33,typed,1000 ward Bhains Ka Gola audio tone,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
36b3850a-d34d-49be-8535-1b3200cce26b,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
edd6e8a5-0c78-42db-a7d0-06e220c9e728,typed,Yes,,All right!,Y
019473e8-bec1-49b2-9ec3-6d2a3d71c546,typed,Kya hua,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",NA
0ba34465-25e3-47f8-93cc-32b55f4920cc,typed,21500 h hp ka but expensive h sir itna bhi,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
c1228b56-a3ab-4be3-84e5-bd578d44063d,typed,Booking please,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
cee4cdac-7b5c-4ac1-bf37-d0fa7a473b82,typed,Time,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
c855cd55-0269-463e-b6e2-37cf758b436f,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
c0c7f963-c274-425c-8b81-9415ddd34d18,typed,Price 4 base 4 top,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
10bf85c8-33eb-4758-9f57-ebbbc2d4d005,typed,Order kraychi,View Delete Buy Lead,"Click <b> <a href=""https://m.indiamart.com/buyer/managebl/"" target=""_blank"">here</a></b> to view, update, re-post or delete your buy requirement

<a href=""https://help.indiamart.com/knowledge-base/view-delete-buy-lead/"" target=_blank>Know More</a>",N
31f3c4b2-5866-49bb-ae08-0a73a055059a,template,Is it available in Bangalore??,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
8bd96d7b-4675-42ad-bfb3-6f6788345749,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
8cdd8400-a0c2-47c0-b9d2-c32355b5d1e1,typed,On road prize,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
b40e9091-8606-4af5-9787-1a6c3a0a4146,typed,Pc send,Send Enquiry to a Supplier,"Ypou can search for a supplier/product at www.IndiaMART.com
Youâ€™ll be able to see a list of suppliers who deal in your required product.
Click on the â€˜Send Enquiryâ€™ button for the supplier and send your business enquiry directly to him.

<a href=""https://help.indiamart.com/knowledge-base/send-enquiry-to-a-supplier/"" target=_blank>Know More</a>",N
5981ac17-ae30-43c6-9e0d-5e675a010bfc,typed,Price kiti,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",NA
e2e4f1f9-faff-40e0-9a93-31f49bda3f20,typed,Please pic send me tshirt,Bill Invoice,"You can directly access your payment invoices from the Invoices section on your seller dashboard.

You can Print/Download/Email your Invoices from the Invoices/Credit Notes Section of seller dashboard.

Please visit <a href=""https://seller.indiamart.com/misc/myinvoice/"" target=_blank>Bills & Invoices/</a> to see list of all your invoices.

<a href=""https://help.indiamart.com/knowledge-base/bill-invoice/"" target=_blank>Know More</a>",N
090ee981-1280-4245-a6ff-5e36f21517a6,typed,Rewom plus tablet kisme kam dete hai,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",NA
da258f64-1005-4de8-a4b4-0c08557ead21,typed,Phele pic send me,Bill Invoice,"You can directly access your payment invoices from the Invoices section on your seller dashboard.

You can Print/Download/Email your Invoices from the Invoices/Credit Notes Section of seller dashboard.

Please visit <a href=""https://seller.indiamart.com/misc/myinvoice/"" target=_blank>Bills & Invoices/</a> to see list of all your invoices.

<a href=""https://help.indiamart.com/knowledge-base/bill-invoice/"" target=_blank>Know More</a>",NA
71381c78-8be6-4a08-bf28-31629bcaee3a,typed,Order kaise kre,Add Products on Indiamart,"You can add products directly to your catalog using <b>Whatsapp.</b> 
Simply <b>upload an image</b> along with <b>product name</b> in caption.

or

You can add products through <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
 
<a href=""https://help.indiamart.com/knowledge-base/add-products-on-indiamart/"" target=_blank>Know More</a>

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/aAL4k1zAvl8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",NA
39399902-661b-4ddf-beeb-ea04e1a59419,typed,Video bhejiye eska,Add Product Videos,"You can also add your product video using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a> 

Click on Add Video option & provide the video URL",NA
7a478117-71fb-457c-96e6-6993403470ea,template,Call me,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
f8426a5e-5ca5-41a7-ba5e-7380d4ce48d9,typed,Please bataiye,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
fbdb0e96-84c5-451e-bb8e-110b837808ce,typed,Textiles require a skirt saree,View Delete Buy Lead,"Click <b> <a href=""https://m.indiamart.com/buyer/managebl/"" target=""_blank"">here</a></b> to view, update, re-post or delete your buy requirement

<a href=""https://help.indiamart.com/knowledge-base/view-delete-buy-lead/"" target=_blank>Know More</a>",N
90ed96c8-07f2-49ba-a08d-99fae39ad39f,typed,PleaseðŸ™,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
8410d8f4-0ecc-4e74-a866-720083bb2c33,typed,Nahi bataiyega,Products not Visible,"The products added by you reflect on your catalog within 24 hours (subject to approval by IndiaMART). If the product is not listed on catalog, you must first check if the product listing has been approved or rejected. To view the list of your rejected products, visit â€˜Products & Groupsâ€™ >> â€˜Manage Productsâ€™ >> â€˜Rejectedâ€™ tab. Here, you will also be able to see the reason for rejection of your listing.

If still the Problem is not Resolved
You can contact us at 09696969696 or write to us at customercare@indiamart.com.",NA
067c4ad0-5cb3-4f2a-98b3-0067015d09f1,typed,What is the lowest price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
3c0dc243-34ab-40e5-ab52-691776124aa2,typed,Ok,,Great!,Y
6920fd0a-9f4f-4b52-a6da-adb4f75c3546,typed,Ok,,Good!,Y
787b5348-e2ca-41cf-b4d4-79174ce30310,typed,Okay,,Good!,Y
474f232d-5701-4459-8cfa-0ea020a7a89b,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
582b8a48-6f97-4974-bc9f-e37788d10f12,typed,We need only one piece,Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
29193f99-66ae-47d4-9d22-235ed4de7712,typed,Rewom plus tablet  kya hai,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",NA
16d64826-cf8b-4d6e-b966-c3280b4aaa4c,typed,Requir pendent,View Delete Buy Lead,"Click <b> <a href=""https://m.indiamart.com/buyer/managebl/"" target=""_blank"">here</a></b> to view, update, re-post or delete your buy requirement

<a href=""https://help.indiamart.com/knowledge-base/view-delete-buy-lead/"" target=_blank>Know More</a>",Y
